title,image,price,ordered,image_path,gender,material,product_type,sleeve_or_neck,color,size,style_category_x,seasonality_x,price_tier,fit,fabric_finish,pattern,details,primary_color,secondary_color,is_multicolor,image_path_cleaned,product_id,style_category_y,formality_level,color_brightness,pattern_complexity,seasonality_y,perceived_quality,trend_alignment,target_age_group,gender_presentation,visual_uniqueness,estimated_purchase_appeal
Effortless Comfort Textured Shirt Set Khaki / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcTSpEBC2E41ZV5umV5_V4gVzprp0cwZ1mMloOtTGapJKhP8eZb7IUhSYnpO76BVqVPy1Jk9Kw,70.41,0,image_55,unknown,unknown,Shirt & Shorts Set,unknown,Khaki,L,Casual,All-Season,Premium,Standard,Textured,Solid,,Khaki,,False,image\image_55,image_55,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Cotton Linen Style Stripe Shirts Blue / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQHqdo9IE_xmKK0D2lR2VDB-qksGROSkLaofQ6RgMhsmiWhWB-74bmozpzTMg,29.16,0,image_56,unknown,Cotton,Shirt,unknown,Blue,L,Casual,All-Season,Budget,Standard,,Striped,,Blue,,False,image\image_56,image_56,smart_casual_shirt,3.0,4.0,2.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Graphic Cotton Linen Shirt PAT2 / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcT5vJlY8cKz_tvvu-iTMwuehgsjEZu733ql4LkJSQTgXQV3OtHSROksSaTr_w,28.64,1,image_57,unknown,Cotton,Shirt,unknown,unknown,L,Casual,All-Season,Budget,Standard,,Solid,,unknown,,False,image\image_57,image_57,smart_casual_shirt,3.0,4.0,2.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Linen Long Sleeve Shirt Light Blue / M,http://t1.gstatic.com/shopping?q=tbn:ANd9GcRHvVxQzN-3kENYoowhAJ-0jjheOLdPpVhEdpU6GI1ao1p-wo-q8AkNYbVlUQ,38.68,0,image_58,Men,Linen,Shirt,Long Sleeve,Light Blue,M,Vintage,Summer,Mid-range,Standard,,Solid,,Light Blue,,False,image\image_58,image_58,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Casual Graphic Cotton Linen Shirt PAT1 / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcR-t932BKgmWjEYfulvYTX_uFI_Ltkz8SaTofpH43VYJtBnss194KZxcTn2hg,40.13,0,image_59,unknown,Cotton,Shirt,unknown,unknown,L,Casual,All-Season,Mid-range,Standard,,Solid,,unknown,,False,image\image_59,image_59,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Vintage Linen Long Sleeve Shirt Light Blue / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcRHvVxQzN-3kENYoowhAJ-0jjheOLdPpVhEdpU6GI1ao1p-wo-q8AkNYbVlUQ,40.76,0,image_60,Men,Linen,Shirt,Long Sleeve,Light Blue,L,Vintage,Summer,Mid-range,Standard,,Solid,,Light Blue,,False,image\image_60,image_60,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Ice Silk Shirt Thin Breathable Shirt White / 5XL,http://t0.gstatic.com/shopping?q=tbn:ANd9GcS-1C-cShD8O75mXhycil5FDlbXm_J7G_cgQklI4mNjAuFvADLFtpZ32CrVVKQ,35.72,0,image_61,Men,Silk,Shirt,unknown,White,5XL,Casual,All-Season,Mid-range,Standard,Breathable/Thin,Solid,,White,,False,image\image_61,image_61,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Essential Muscle Fit Dress Shirt White / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcRK2EJOR11sOJdm7Qh49IQ2Qikf3nJ0LQ1VzARGOQwkfg2ab7IUI29wnpsqKA,66.74,1,image_62,unknown,unknown,Shirt,unknown,White,L,Casual,All-Season,Premium,Muscle,,Solid,,White,,False,image\image_62,image_62,smart_casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Washed Distressed Cotton Daily Short-sleeved T-shirt Khaki / 5XL,http://t0.gstatic.com/shopping?q=tbn:ANd9GcTk_78w7KfDlbPeOzz-BmbCy9QMz_NRvE29MdSK0igZMmo21sYEkGTkMUlBCik,28.39,1,image_63,Men,Cotton,T-Shirt,unknown,Khaki,5XL,Casual,All-Season,Budget,Standard,"Washed, Distressed",Solid,,Khaki,,False,image\image_63,image_63,casual_resort_shirt,3.0,4.0,1.0,spring_summer,4.0,4.0,young_adult,masculine,2.0,4.0
Men's Summer Linen Shirt Purple / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTzp57r12Q94vmugn3vIeyop0qFtnN8QZ92iGa5Bjyp2IvqtHMTtkJz5MUw1g,38.81,1,image_64,Men,Linen,Shirt,unknown,Purple,M,Casual,Summer,Mid-range,Standard,,Solid,,Purple,,False,image\image_64,image_64,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Vintage Knit Button Up Shirt (US Only) White / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSngTfq15bxF5xZabEDfGxVX-jnQ6FNkJr5wd7Rfmaxh8xJYpQkAIpf6Y8m_8ocsDoNG3ePSqE,31.25,0,image_65,unknown,unknown,Shirt,unknown,White,L,Vintage,All-Season,Mid-range,Standard,,Solid,,White,,False,image\image_65,image_65,casual_shirt,4.0,5.0,1.0,autumn_winter,3.0,3.0,young_adult,masculine,2.0,3.0
Leisure Textured Shirt Set Dark Green / M,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQc857e_RnHRm8N7odR4sXlOy4o7hcQZKbU2nGAU3as--H9AlRDRbtARMHz,42.74,0,image_66,unknown,unknown,Shirt & Shorts Set,unknown,Dark Green,M,Casual,All-Season,Mid-range,Standard,Textured,Solid,,Dark Green,,False,image\image_66,image_66,casual_resort_shirt,2.0,3.0,2.0,all_season,3.0,4.0,young_adult,masculine,4.0,3.0
Men's Summer Linen Shirt Brown / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcS3puZmDhI5lVPRbc2iPzKfyNAOu39GQCY_5PVqDuvMShaaz8oxGJ3S5AwL_w,36.3,0,image_67,Men,Linen,Shirt,unknown,Brown,L,Casual,Summer,Mid-range,Standard,,Solid,,Brown,,False,image\image_67,image_67,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Short Sleeve Collarless Golf Polo Shirts (US Only) Royal Blue / XL,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSLN5Fe_xS1FxEQaSOR-WlapI7ped0ZoBz1JIu0VYAT2rs00g39AlK0WTEbmQ,27.91,0,image_68,unknown,unknown,Polo,Short Sleeve,Royal Blue,XL,Casual,Summer,Budget,Standard,,Solid,Collar,Royal Blue,,False,image\image_68,image_68,casual_resort_shirt,2.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,3.0
Vintage-Inspired Geometric Knit Shirt Light Khaki / XXXL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSwY47vJP-tA1iaTyGzDZlHvyZTFJZRu-qvYQsow_7AgX7qZNnQI2fGCDJT,48.87,0,image_69,unknown,unknown,Shirt,unknown,Light Khaki,XXXL,Vintage,All-Season,Mid-range,Standard,,Geometric,,Light Khaki,,False,image\image_69,image_69,smart_casual_shirt,3.0,3.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Everyday Comfort Colorblock Waffle Shirt Black / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcTfW_wOi6vBWaPYbAdkTL_LEHpp6UcQEo7N1TgmMXZpHw-mrm3Z2Q-rb7sw,34.63,1,image_70,unknown,unknown,Shirt,unknown,Black,L,Casual,All-Season,Mid-range,Standard,,Solid,,Black,,False,image\image_70,image_70,smart_casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Linen Resort Casual Button-Down Everyday Short Sleeve Shirt Pink / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcSVnnJxISYty462tK5NVRuPWYs5ytUPykSlnG2e-s7XqFm0efpiLyjDHiv7,34.31,0,image_71,Men,Linen,Shirt,Short Sleeve,Pink,M,Casual,Summer,Mid-range,Standard,,Solid,Button-Down,Pink,,False,image\image_71,image_71,smart_casual_shirt,4.0,4.0,1.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
Classic Wrinkle-Free Dress Shirt (US Only) Army Green / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcQhRR8EpH4IfgEv_oV-X4lJdi7qm9jj2O0sO9X6PvKfC-DrBIAKCODLSqe1,29.57,0,image_72,unknown,unknown,Shirt,unknown,Army Green,L,Vintage,All-Season,Budget,Standard,,Solid,,Army Green,,False,image\image_72,image_72,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Short Sleeve Collarless Golf Polo Shirts (US Only) Navy Blue / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcTT07RIQjmCiUbjoGhKY_gQSMmHdiud3PcDPR8mokKHu-BAjLRGCY7l9E4Evg,28.41,0,image_73,unknown,unknown,Polo,Short Sleeve,Navy Blue,L,Casual,Summer,Budget,Standard,,Solid,Collar,Navy Blue,,False,image\image_73,image_73,casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Linen Short Sleeve Shirt Sets (US Only) Blue / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSxINmJhZGLm-gMcoB-R9d9KdHRimV5Qc3MTuvT15U_z6vmLtiu5dee1-ad,44.9,0,image_74,unknown,Linen,Shirt & Shorts Set,Short Sleeve,Blue,L,Casual,Summer,Mid-range,Standard,,Solid,,Blue,,False,image\image_74,image_74,smart_casual_shirt,3.0,4.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Vintage-Inspired Geometric Knit Shirt Green / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSyAZlk6h8DxvreXvCN4iAbpC9awlgxq3Z9HmOTQGIrI0dzPNvRZGau7RH-AA,46.73,0,image_75,unknown,unknown,Shirt,unknown,Green,L,Vintage,All-Season,Mid-range,Standard,,Geometric,,Green,,False,image\image_75,image_75,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Leisure Textured Shirt Set White / XXXL,http://t3.gstatic.com/shopping?q=tbn:ANd9GcRdIzGbhBTXDJmWzu8FV_Kpz1oSJkVaptr3XsWUeqVs3NCiF4futwMdoe6H3Q,44.99,1,image_76,unknown,unknown,Shirt & Shorts Set,unknown,White,XXXL,Casual,All-Season,Mid-range,Standard,Textured,Solid,,White,,False,image\image_76,image_76,smart_casual_shirt,3.0,4.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Linen Style Henley Shirt (US Only) Cream / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSlarK1fJfjEm-4lgE08iSDdVpPgKibXCJLxJ_OZ8ORLt0H9aaECq3HamrWxA,29.38,1,image_77,unknown,Linen,Shirt,unknown,Cream,M,Casual,Summer,Budget,Standard,,Solid,Henley,Cream,,False,image\image_77,image_77,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Ice Silk Shirt Thin Breathable Shirt White / M,http://t0.gstatic.com/shopping?q=tbn:ANd9GcS-1C-cShD8O75mXhycil5FDlbXm_J7G_cgQklI4mNjAuFvADLFtpZ32CrVVKQ,35.51,1,image_78,Men,Silk,Shirt,unknown,White,M,Casual,All-Season,Mid-range,Standard,Breathable/Thin,Solid,,White,,False,image\image_78,image_78,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Linen Short Sleeve Shirt Sets (US Only) Light Blue / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcTGOVtKuRr5kMvq8enBnzZZDf0Yva6tzM1Dbq7pCA7AOMPtXOjVuzLjzQlIVQ,45.3,0,image_79,unknown,Linen,Shirt & Shorts Set,Short Sleeve,Light Blue,L,Casual,Summer,Mid-range,Standard,,Solid,,Light Blue,,False,image\image_79,image_79,smart_casual_shirt,3.0,4.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Effortless Comfort Textured Shirt Set Navy Blue / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcS9Z2T6e06Fx9P2F29zSMQwa9JRAa4ssXhR822VmXCG1MuU5ijhbS0LUDGyqK9WTHmecCZgiL4,68.53,0,image_80,unknown,unknown,Shirt & Shorts Set,unknown,Navy Blue,L,Casual,All-Season,Premium,Standard,Textured,Solid,,Navy Blue,,False,image\image_80,image_80,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Premium Washed Shirt Khaki / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcQDGZp4yVinVDXKxympV5jGzuU4L_M-_E9C6JyqBlsQ_Rwah0r9QvabD7lFYg,60.91,0,image_81,Men,unknown,Shirt,unknown,Khaki,L,Vintage,All-Season,Premium,Standard,Washed,Solid,,Khaki,,False,image\image_81,image_81,casual_resort_shirt,3.0,4.0,2.0,spring_summer,3.0,4.0,young_adult,masculine,4.0,4.0
Men's Vintage Velvet Shirt Black / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcR5ESCEU8orsB9cSFvyi0VmkLyY0c62UfoUCPwTgWVEicrGhAY01koEvi5aW4o,33.88,0,image_82,Men,unknown,Shirt,unknown,Black,M,Vintage,All-Season,Mid-range,Standard,,Solid,,Black,,False,image\image_82,image_82,casual_shirt,4.0,3.0,2.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Linen Long Sleeve Shirt Khaki / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcT5rHwWJLAyCb7N5pVm7AJ6I70qwGVeNCDLNWaUk6ANHYOulZP8kCF4-PJ7QQ,40.1,0,image_83,Men,Linen,Shirt,Long Sleeve,Khaki,M,Vintage,Summer,Mid-range,Standard,,Solid,,Khaki,,False,image\image_83,image_83,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Casual Loose Fit Shirt Sets (US Only) Light Gr een / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcS9Gj8_IZUPUSojxcknED3tXXct70C4HTwFWUyMcWt_eToVi8Vd47ZL_5zGCA,50.2,0,image_84,unknown,unknown,Shirt & Shorts Set,unknown,unknown,L,Casual,All-Season,Mid-range,Loose,,Solid,,unknown,,False,image\image_84,image_84,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Cotton printed shirt Blue / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSTdrMlF4h0wYHKqi9mymv7C2CXaH2lP2F3wbReDrDdNO32Fgt1B9kJjPYecc01M7GX7SjrIVhW,71.51,1,image_85,Men,Cotton,Shirt,unknown,Blue,M,Casual,All-Season,Premium,Standard,,Solid,,Blue,,False,image\image_85,image_85,smart_casual_shirt,3.0,3.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Washed Distressed Cotton Daily Short-sleeved T-shirt Purple / 5XL,http://t0.gstatic.com/shopping?q=tbn:ANd9GcQyPJGMxWohBxD8A2-oCtZH4yVyzvPDT3PjDLUFMAUpC_XVESa2lGsduHxGyg,30.59,1,image_86,Men,Cotton,T-Shirt,unknown,Purple,5XL,Casual,All-Season,Mid-range,Standard,"Washed, Distressed",Solid,,Purple,,False,image\image_86,image_86,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Men's Vintage Premium Washed Shirt Sky Blue / 4XL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSX3BhoWib7_mFJaMRE2c4yWhZYrudBbQkw1w7HL3gS0tjUr1EpOqqgxnuXIvU,62.7,0,image_87,Men,unknown,Shirt,unknown,Sky Blue,4XL,Vintage,All-Season,Premium,Standard,Washed,Solid,,Sky Blue,,False,image\image_87,image_87,casual_resort_shirt,3.0,4.0,2.0,spring_summer,4.0,4.0,young_adult,masculine,4.0,4.0
Fake Two-Piece T-shirt Shorts Set Khaki / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQbtpdlgrj57HTkXDBEFHoPDnwUxCN0A01ZGDIGCXVHpriE-xTMkUE_9HJ-,61.32,0,image_88,unknown,unknown,T-Shirt & Shorts Set,unknown,Khaki,L,Casual,Summer,Premium,Standard,,Solid,,Khaki,,False,image\image_88,image_88,smart_casual_shirt,4.0,3.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Loose Fit Shirt Sets (US Only) Beige / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcRupgNRO-jYt2R3wf3riu7NSNgJPKm6sjwMBN6rxrRTc8scUaOtsupbw9-_,50.6,1,image_89,unknown,unknown,Shirt & Shorts Set,unknown,Beige,M,Casual,All-Season,Mid-range,Loose,,Solid,,Beige,,False,image\image_89,image_89,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Leisure Textured Shirt Set White / M,http://t3.gstatic.com/shopping?q=tbn:ANd9GcRdIzGbhBTXDJmWzu8FV_Kpz1oSJkVaptr3XsWUeqVs3NCiF4futwMdoe6H3Q,44.49,1,image_90,unknown,unknown,Shirt & Shorts Set,unknown,White,M,Casual,All-Season,Mid-range,Standard,Textured,Solid,,White,,False,image\image_90,image_90,smart_casual_shirt,3.0,4.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Subtle Muscle Fit Dress Shirt Black / M,http://t0.gstatic.com/shopping?q=tbn:ANd9GcSILW1rA5i-SzLV1eIvzPpoq_MaefyQgWgf9brl3Xj4o7h9Y_R5izNr3BX_bw,80.82,1,image_91,unknown,unknown,Shirt,unknown,Black,M,Casual,All-Season,Premium,Muscle,,Solid,,Black,,False,image\image_91,image_91,casual_shirt,3.0,2.0,1.0,all_season,3.0,3.0,young_adult,masculine,2.0,3.0
Vintage Embroidered Western Cowboy Shirt (US Only) Navy Blue / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcTtYS2tDTj6vK5V_o0DYIPkyRcL8SkbzL6XirUaIu3UlmMwWRc1ngXOqkeCblZeehBjgDlPpxw,39.88,1,image_92,unknown,unknown,Shirt,unknown,Navy Blue,L,Vintage,All-Season,Mid-range,Standard,,Embroidered,,Navy Blue,,False,image\image_92,image_92,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Vintage Linen Long Sleeve Shirt Coffee / M,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQhelYjXJ8xPK0gFR0057_MX7HUYAA3rexHbLy8w3AbmFbFhngo-GcQDYPkkA,40.15,0,image_93,Men,Linen,Shirt,Long Sleeve,Coffee,M,Vintage,Summer,Mid-range,Standard,,Solid,,Coffee,,False,image\image_93,image_93,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Leisure Textured Shirt Set Red / XXXL,http://t2.gstatic.com/shopping?q=tbn:ANd9GcQ7Bb_SHETti130smKmouZgSxK18jWQmDEXHdKmlxArskVh6tfdb7_Zq9TNQQ,41.81,1,image_94,unknown,unknown,Shirt & Shorts Set,unknown,Red,XXXL,Casual,All-Season,Mid-range,Standard,Textured,Solid,,Red,,False,image\image_94,image_94,casual_shirt,2.0,2.0,2.0,all_season,3.0,3.0,young_adult,masculine,3.0,3.0
Western Cowboy Embroidered Button Down Cotton Shirt (US Only) Khaki (Rose) / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcTT9_F1uJY2IR0uIuA2TG4-E2ilo1fmrwwCU64q6M1spaI8tPLIAwCzOHK9IA,39.95,0,image_95,unknown,Cotton,Shirt,unknown,Khaki,L,Casual,All-Season,Mid-range,Standard,,Embroidered,,Khaki,,False,image\image_95,image_95,smart_casual_shirt,3.0,4.0,2.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Cotton Linen Shirt Set Navy Blue / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcSqU4_4O1ewXElL4j1XJ-bzubbS2FxtUdaCLA9BYT7X8JIQh_sauEbjnOMi-Q,52.97,0,image_96,unknown,Cotton,Shirt & Shorts Set,unknown,Navy Blue,L,Casual,All-Season,Mid-range,Standard,,Solid,,Navy Blue,,False,image\image_96,image_96,casual_shirt,3.0,2.0,2.0,all_season,3.0,3.0,young_adult,masculine,3.0,3.0
Classic Casual Button Down Cotton Linen Shirt (Us Only) Yellow / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcQkVsWXgFjE-vKQkoJBpkHMVY09o9YWW4hBQgF2dfPE9EWLa9T4hGbiyVJY,38.12,0,image_97,unknown,Cotton,Shirt,unknown,Yellow,L,Vintage,All-Season,Mid-range,Standard,,Solid,,Yellow,,False,image\image_97,image_97,casual_resort_shirt,3.0,4.0,1.0,spring_summer,3.0,4.0,young_adult,masculine,3.0,4.0
Chictango Striped Henley Shirt Apricot / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcSgdyTzpKu1ZimQy4MtXBmEtL9Z5EWsgNVTLGEHKggsuXieePUK7jqoYC7eEi4,34.49,1,image_98,unknown,unknown,Shirt,unknown,Apricot,L,Casual,All-Season,Mid-range,Standard,,Striped,Henley,Apricot,,False,image\image_98,image_98,smart_casual_shirt,4.0,4.0,2.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Loose Fit Shirt Sets (US Only) White / XL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQ5gUcbB0_M09qdlPOZb4NpQFMHNwXcbe683T7-JDIG7Cbz-ZKqaIadBucI,53.13,0,image_99,unknown,unknown,Shirt & Shorts Set,unknown,White,XL,Casual,All-Season,Mid-range,Loose,,Solid,,White,,False,image\image_99,image_99,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Linen Resort Casual Button-Down Everyday Short Sleeve Shirt Green / L,http://t3.gstatic.com/shopping?q=tbn:ANd9GcSCFhVEGv1pRBBqNIdK7XNzwZAzsIC0Kf__114UgKmRJD0j87mqzg0M0E3zAw,32.79,1,image_100,Men,Linen,Shirt,Short Sleeve,Green,L,Casual,Summer,Mid-range,Standard,,Solid,Button-Down,Green,,False,image\image_100,image_100,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Classic Casual Printed Button Down Cotton Linen Shirt (Us Only) Gree Leavesn / M,http://t0.gstatic.com/shopping?q=tbn:ANd9GcT6-52h4lpw4FkQEq30X3p1B31PhUSNvQ4mgSyqXlSJZNQ9NjQSB7ipdZTc5g,34.45,0,image_101,unknown,Cotton,Shirt,unknown,unknown,M,Vintage,All-Season,Mid-range,Standard,,Solid,,unknown,,False,image\image_101,image_101,smart_casual_shirt,3.0,4.0,2.0,all_season,4.0,3.0,young_adult,masculine,2.0,4.0
Vintage Shirt Coat (US Only) Dark Red / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcSMN9VNUA3WJdR0gKlNhKCnecFzSpulMgY5hW3T5B4KhVSl_dQASAUHAZtsDg,38.19,0,image_102,unknown,unknown,Shirt,unknown,Dark Red,L,Vintage,All-Season,Mid-range,Standard,,Solid,,Dark Red,,False,image\image_102,image_102,casual_resort_shirt,2.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,3.0
Men's Comfort Vintage Cotton Long Sleeve Basic T-Shirt With Chest Pocket Green / L,http://t1.gstatic.com/shopping?q=tbn:ANd9GcQkSVSaRucCFt0JisJ2vvLcNpiKqI6-LsyfhQqu_1vQlAJn14W4b51nSZLP,32.37,1,image_103,Men,Cotton,T-Shirt,Long Sleeve,Green,L,Vintage,All-Season,Mid-range,Standard,,Solid,Pocket,Green,,False,image\image_103,image_103,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,2.0,4.0
Short Sleeve Collarless Golf Polo Shirts (US Only) Red / XL,http://t1.gstatic.com/shopping?q=tbn:ANd9GcS_1qVn_pJHFv-f2_yzjhUuxv0AFlUyFpTblJy5ZQWcLFpaRTKe7H6J_Gt0jQ,27.19,0,image_104,unknown,unknown,Polo,Short Sleeve,Red,XL,Casual,Summer,Budget,Standard,,Solid,Collar,Red,,False,image\image_104,image_104,casual_resort_shirt,2.0,3.0,1.0,all_season,3.0,4.0,young_adult,masculine,3.0,3.0
Men's Casual Corduroy Pocket Short Sleeve Shirt Brown / L,http://t0.gstatic.com/shopping?q=tbn:ANd9GcRn_JQKbFXi-a9D5-mYI0Vwm84RSV9yvDSAXkEZepgSxMS0hrkHLpTeQETbp1k,60.09,0,image_105,Men,Corduroy,Shirt,Short Sleeve,Brown,L,Casual,Summer,Premium,Standard,,Solid,Pocket,Brown,,False,image\image_105,image_105,casual_resort_shirt,3.0,3.0,1.0,all_season,4.0,4.0,young_adult,masculine,3.0,4.0
Men's Vintage Premium Washed Shirt Khaki / 5XL,http://t0.gstatic.com/shopping?q=tbn:ANd9GcQDGZp4yVinVDXKxympV5jGzuU4L_M-_E9C6JyqBlsQ_Rwah0r9QvabD7lFYg,60.19,0,image_106,Men,unknown,Shirt,unknown,Khaki,5XL,Vintage,All-Season,Premium,Standard,Washed,Solid,,Khaki,,False,image\image_106,image_106,casual_resort_shirt,3.0,4.0,2.0,spring_summer,3.0,4.0,young_adult,masculine,4.0,4.0
Men's Vintage Premium Washed Shirt White / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcRzBSgaAaUI82bsGetc6NHzyWBEQ2t20abWLqmwfo6e6AMLp7UksAZmJnZ0iQ,59.67,1,image_107,Men,unknown,Shirt,unknown,White,L,Vintage,All-Season,Mid-range,Standard,Washed,Solid,,White,,False,image\image_107,image_107,smart_casual_shirt,4.0,4.0,1.0,autumn_winter,4.0,3.0,young_adult,masculine,2.0,4.0
Casual Loose Fit Shirt Sets (US Only) Black / M,http://t0.gstatic.com/shopping?q=tbn:ANd9GcQkoYxwXXLNfBoT79S4_xXNmuQ9E773wemzrs2v47gGGTQTSIhJLR_DKYj_-w,50.8,0,image_108,unknown,unknown,Shirt & Shorts Set,unknown,Black,M,Casual,All-Season,Mid-range,Loose,,Solid,,Black,,False,image\image_108,image_108,casual_resort_shirt,3.0,3.0,2.0,all_season,4.0,4.0,young_adult,masculine,4.0,4.0
Men's Washed Distressed Cotton Daily Short-sleeved T-shirt Blue / L,http://t2.gstatic.com/shopping?q=tbn:ANd9GcR4oc7jP1eAeEgdY4msTmOMxmhkUnGHX0blYpmgQkJRFZxmwezWdF_qvnMFusg,27.17,0,image_109,Men,Cotton,T-Shirt,unknown,Blue,L,Casual,All-Season,Budget,Standard,"Washed, Distressed",Solid,,Blue,,False,image\image_109,image_109,smart_casual_shirt,4.0,4.0,1.0,spring_summer,4.0,3.0,young_adult,masculine,2.0,4.0
